,id,conversation_id,created_at,date,timezone,place,tweet,language,hashtags,cashtags,user_id,user_id_str,username,name,day,hour,link,urls,photos,video,thumbnail,retweet,nlikes,nreplies,nretweets,quote_url,search,near,geo,source,user_rt_id,user_rt,retweet_id,reply_to,retweet_date,translate,trans_src,trans_dest
17,1371306389201592322,1371306389201592322,1615779895000.0,2021-03-15 03:44:55,+0000,,Renowned cellist Yo-Yo Ma gave a surprise concert at a vaccination site in Massachusetts after receiving his second dose of a Covid-19 vaccine. He used the 15-minute observation period after receiving his shot to play Ave Maria and Bach’s Prelude in G Major. Small joys!  https://t.co/YRrFxySvHS,en,[],[],502080208,502080208,gdalmiathinks,Gaurav Dalmia,1,03,https://twitter.com/gdalmiathinks/status/1371306389201592322,[],['https://pbs.twimg.com/media/Ewfb5G0VoAI5Pyc.jpg'],1,https://pbs.twimg.com/media/Ewfb5G0VoAI5Pyc.jpg,False,19,0,0,,dose,,"28.7041,77.1025,400mi",,,,,[],,,,
18,1371266980422950914,1371266980422950914,1615770499000.0,2021-03-15 01:08:19,+0000,,India on the path of learnings of Bagvat Gita. How many more Indians could have been vaccinated in India if the made in India vaccines had been made an essential commodity and banned from export by @mygovindia ? The frontline #CovidWarriors have just entered the 2nd dose cycle.,en,['covidwarriors'],[],1176429515595292673,1176429515595292673,JhanwarN1,Dr. Nitin Jhanwar = @ieesd_nj = @jhanwarN1,1,01,https://twitter.com/JhanwarN1/status/1371266980422950914,[],[],0,,False,0,0,0,https://twitter.com/FonsStoelinga/status/1371018165040340992,dose,,"28.7041,77.1025,400mi",,,,,[],,,,
19,1371107412980113413,1371101047989538818,1615732455000.0,2021-03-14 14:34:15,+0000,,@ANI Sir ji ne vaccine ka double dose liya hain uske side effects hain,ht,[],[],512069190,512069190,GattaniDhanraj,Dhanraj Maheshwari,7,14,https://twitter.com/GattaniDhanraj/status/1371107412980113413,[],[],0,,False,2,0,0,,dose,,"28.7041,77.1025,400mi",,,,,"[{'screen_name': 'ANI', 'name': 'ANI', 'id': '355989081'}]",,,,
20,1371010766053068804,1371010766053068804,1615709413000.0,2021-03-14 08:10:13,+0000,,"Within how many days of completion of 28 days, 2nd dose of #Covishield should be taken? @SerumInstIndia",en,['covishield'],[],284474290,284474290,Parikshit_Sriv9,Pariksht Srivastava🇮🇳,7,08,https://twitter.com/Parikshit_Sriv9/status/1371010766053068804,[],[],0,,False,0,0,0,,dose,,"28.7041,77.1025,400mi",,,,,[],,,,
21,1370963245381545985,1370963245381545985,1615698083000.0,2021-03-14 05:01:23,+0000,,"Parents vaccination 1st dose done ytday, similar thought came in mind.  If one compare the havoc COVID19 made across world and the kind of ease these vaccine being made available to every possible Indians is almost a Miracle. No one could have even imagine this before 2014.",en,[],[],252686292,252686292,sudsanj,Sudsanj,7,05,https://twitter.com/sudsanj/status/1370963245381545985,[],[],0,,False,0,1,0,https://twitter.com/India_Policy/status/1370722349025173504,dose,,"28.7041,77.1025,400mi",,,,,[],,,,
22,1370954153095217152,1370954153095217152,1615695915000.0,2021-03-14 04:25:15,+0000,,@fslsltn @Asad_Umar my wife received her first dose this morning at PIMS. Excellent arrangement. Got done in 15 minutes 👍. Thank you.,en,[],[],2836290247,2836290247,abidmhusain,Abid,7,04,https://twitter.com/abidmhusain/status/1370954153095217152,[],[],0,,False,0,0,0,,dose,,"28.7041,77.1025,400mi",,,,,[],,,,
23,1370946518119706629,1370946518119706629,1615694095000.0,2021-03-14 03:54:55,+0000,,"You are morons whoare looser and crying everytime, where is paapu and priyanka, arent they going bengal, oh i forgot yhey have not takentheir dose.",en,[],[],1278327001,1278327001,vipultweeet,vipul,7,03,https://twitter.com/vipultweeet/status/1370946518119706629,[],[],0,,False,0,0,0,https://twitter.com/BasheerSainude1/status/1370852162260103169,dose,,"28.7041,77.1025,400mi",,,,,[],,,,
24,1370934603519684608,1370934603519684608,1615691254000.0,2021-03-14 03:07:34,+0000,,Ist dose of Covishield  https://t.co/OGsenpX789,en,[],[],1328562044878999552,1328562044878999552,Jitende10763682,Jitender Kumar,7,03,https://twitter.com/Jitende10763682/status/1370934603519684608,[],['https://pbs.twimg.com/media/EwaJuwlUcAIa2WO.jpg'],1,https://pbs.twimg.com/media/EwaJuwlUcAIa2WO.jpg,False,0,0,0,,dose,,"28.7041,77.1025,400mi",,,,,[],,,,
25,1370925434100051970,1370925434100051970,1615689068000.0,2021-03-14 02:31:08,+0000,,Heavenly Himalayas and it’s natural resources ☘️  Good morning dose of beauty &amp; love ❤️   #healinghimalayas  https://t.co/WR512Izzfi,en,['healinghimalayas'],[],1072867548750704640,1072867548750704640,iPradeepSangwan,Pradeep Sangwan,7,02,https://twitter.com/iPradeepSangwan/status/1370925434100051970,[],[],1,https://pbs.twimg.com/ext_tw_video_thumb/1370925312104525825/pu/img/3STJqtz6j9u4gwhs.jpg,False,267,4,22,,dose,,"28.7041,77.1025,400mi",,,,,[],,,,
26,1370722471083606024,1370722471083606024,1615640678000.0,2021-03-13 13:04:38,+0000,,"Got 1st dose  of the vaccine on 11 Mar at #Covishield at Venkateshwara Hospital 2 Dwarka. All nice arrangement, But pmt accepted ONLY  by cash?why?Modern hospital traditional payment system #DrHarshavardhan #ministryofhealthandfamilywelfare #delhigovt  #PMOIndia #Arvindkejarewal",en,"['covishield', 'drharshavardhan', 'ministryofhealthandfamilywelfare', 'delhigovt', 'pmoindia', 'arvindkejarewal']",[],76698069,76698069,Emtee_MT,MT,6,13,https://twitter.com/Emtee_MT/status/1370722471083606024,[],[],0,,False,2,0,0,,dose,,"28.7041,77.1025,400mi",,,,,[],,,,
27,1370693798875918340,1370693798875918340,1615633842000.0,2021-03-13 11:10:42,+0000,,I got my first dose #CovidVaccine  https://t.co/1g4bZqYiK6,en,['covidvaccine'],[],1234358673624797186,1234358673624797186,Harichoudhari99,Hari Choudhary,6,11,https://twitter.com/Harichoudhari99/status/1370693798875918340,[],['https://pbs.twimg.com/media/EwWuo08VgAYWKTn.jpg'],1,https://pbs.twimg.com/media/EwWuo08VgAYWKTn.jpg,False,5,0,0,,dose,,"28.7041,77.1025,400mi",,,,,[],,,,
28,1370675273838993412,1370675237134602248,1615629425000.0,2021-03-13 09:57:05,+0000,,#2nd #Dose of #COVAXIN #Successful  https://t.co/zT8dgoEOib,und,"['2nd', 'dose', 'covaxin', 'successful']",[],856893898156896256,856893898156896256,SirbhuvneshJi,Bhuvnesh Kumawat,6,09,https://twitter.com/SirbhuvneshJi/status/1370675273838993412,[],"['https://pbs.twimg.com/media/EwWd35UXEAIwWzC.jpg', 'https://pbs.twimg.com/media/EwWd4T7WYAIeuFj.jpg']",1,https://pbs.twimg.com/media/EwWd35UXEAIwWzC.jpg,False,2,1,1,,dose,,"28.7041,77.1025,400mi",,,,,[],,,,
29,1370639766354497537,1370639763632394241,1615620960000.0,2021-03-13 07:36:00,+0000,,"As I had already come that far , had no choice and had to pay. Is that the case?? Had I known this I would have got anywhere near my home and would have paid. I got no information for 2nd dose even after 42 days of Ist dose. Just to bring to it ur kind notice. Thanks",en,[],[],3000944550,3000944550,WaliaRachit,Rachit Walia,6,07,https://twitter.com/WaliaRachit/status/1370639766354497537,[],[],0,,False,0,0,0,,dose,,"28.7041,77.1025,400mi",,,,,[],,,,
30,1370639763632394241,1370639763632394241,1615620959000.0,2021-03-13 07:35:59,+0000,,"@PMOIndia @DrHVoffice Iam Dr Rachit, today went for my 2nd dose at same centre which was allotted to me for my Ist dose by govt. but today they charged Rs250 for 2nd dose as this is private hospital or i had to register again for some govt hospital, if I want free vaccine.",en,[],[],3000944550,3000944550,WaliaRachit,Rachit Walia,6,07,https://twitter.com/WaliaRachit/status/1370639763632394241,[],[],0,,False,0,1,0,,dose,,"28.7041,77.1025,400mi",,,,,[],,,,
31,1370638504242208768,1370638504242208768,1615620659000.0,2021-03-13 07:30:59,+0000,,"#IndiaFightsCorona:  Ten States account for 69% of the second dose vaccinations in India.   Uttar Pradesh alone accounts for 9.71% (4,99,242) of the total second dose vaccinations in India.  #Unite2FightCorona  #IndiaWillWin  https://t.co/pq2Y6RVa9f  https://t.co/i1YWO0apS0",en,"['indiafightscorona', 'unite2fightcorona', 'indiawillwin']",[],1249595727535210497,1249595727535210497,FOBSrinagar,Field Outreach Bureau Srinagar (J&K),6,07,https://twitter.com/FOBSrinagar/status/1370638504242208768,[],"['https://pbs.twimg.com/media/EwV8dG6VIAIQph1.jpg', 'https://pbs.twimg.com/media/EwVuAZQUUAI8Qed.jpg']",1,https://pbs.twimg.com/media/EwV8dG6VIAIQph1.jpg,False,0,0,0,,dose,,"28.7041,77.1025,400mi",,,,,[],,,,
32,1370635155790995460,1370635155790995460,1615619860000.0,2021-03-13 07:17:40,+0000,,I took my first dose vaccination as I am diabetic from last 17 years. It is painless. No side effect. I will suggest all plz go for vaccination. 🙏🙏,en,[],[],4716292536,4716292536,sammeerkum,समीर कुमार #जय श्री_राम,6,07,https://twitter.com/sammeerkum/status/1370635155790995460,[],[],0,,False,0,0,0,,dose,,"28.7041,77.1025,400mi",,,,,[],,,,
33,1370633063336615939,1370607955322695689,1615619362000.0,2021-03-13 07:09:22,+0000,,@mkprakash Great!! Happy immunity after the second dose....,en,[],[],884388138,884388138,manjulika5,Manjulika Pramod (Mask Up & Get Vaccinated),6,07,https://twitter.com/manjulika5/status/1370633063336615939,[],[],0,,False,0,1,0,,dose,,"28.7041,77.1025,400mi",,,,,"[{'screen_name': 'mkprakash', 'name': 'Krishna Prakash', 'id': '74783169'}]",,,,
34,1370620275407032326,1370620275407032326,1615616313000.0,2021-03-13 06:18:33,+0000,,"My Mother is 1st Person vaccinated for 1st dose of COVIDSHIELD at Ankur Clinic &amp; Maternity Home, Basai Road, Gurugram ⁦@MoHFW_INDIA⁩ ⁦@NHPINDIA⁩ ⁦@DC_Gurugram⁩  https://t.co/xxA0bbjbRN",en,[],[],595434472,595434472,anirudhyadav83,Rao Anirudh (Advocate),6,06,https://twitter.com/anirudhyadav83/status/1370620275407032326,[],['https://pbs.twimg.com/media/EwVr3qEVkAYYOU6.jpg'],1,https://pbs.twimg.com/media/EwVr3qEVkAYYOU6.jpg,False,0,0,0,,dose,,"28.7041,77.1025,400mi",,,,,[],,,,
35,1370615203193352192,1370615203193352192,1615615103000.0,2021-03-13 05:58:23,+0000,"{'type': 'Point', 'coordinates': [28.63848732, 77.18927988]}","First dose of Covishield done this morning.  . #covishield #sgrh #delhi #covid #vaccination @ Sir Gangaram Hospital, New Delhi  https://t.co/l7QQQFtrqm",en,"['covishield', 'sgrh', 'delhi', 'covid', 'vaccination']",[],13572632,13572632,ARVINDPASSEY,Arvind Passey,6,05,https://twitter.com/ARVINDPASSEY/status/1370615203193352192,['https://www.instagram.com/p/CMWRfifFnGh/?igshid=c0kvqcy9h8u6'],[],0,,False,2,0,0,,dose,,"28.7041,77.1025,400mi",,,,,[],,,,
36,1370589210256699393,1370589210256699393,1615608906000.0,2021-03-13 04:15:06,+0000,,"Modi's mother takes first dose of Covid vaccine, PM @narendramodi makes an appeal to citizens   https://t.co/IwlCBXIOWj via NaMo App  https://t.co/VQBztzGAkT",en,[],[],524292373,524292373,SagarMishraIND,Sagar Mishra 'Maithil',6,04,https://twitter.com/SagarMishraIND/status/1370589210256699393,['https://www.livemint.com/news/india/modis-mother-takes-first-dose-of-covid-19-vaccine-shares-pm-11615451611886.html'],['https://pbs.twimg.com/media/EwVPnyEXEAItJ1r.jpg'],1,https://pbs.twimg.com/media/EwVPnyEXEAItJ1r.jpg,False,11,0,4,,dose,,"28.7041,77.1025,400mi",,,,,[],,,,
37,1370587183103438853,1370587183103438853,1615608423000.0,2021-03-13 04:07:03,+0000,,GOT the 1st dose of Covid-19 Vaccine  https://t.co/ZPASBFyoTH,en,[],[],1244849221871628288,1244849221871628288,RajaShandilya2,Raja Shandilya,6,04,https://twitter.com/RajaShandilya2/status/1370587183103438853,[],['https://pbs.twimg.com/media/EwVNxT_WQAEzC_S.jpg'],1,https://pbs.twimg.com/media/EwVNxT_WQAEzC_S.jpg,False,0,0,0,,dose,,"28.7041,77.1025,400mi",,,,,[],,,,
38,1370567981122551808,1370567981122551808,1615603845000.0,2021-03-13 02:50:45,+0000,,"I have taken 1st dose of Covid Vaccine at Paras HMRI Hospital, Patna  https://t.co/nhbNYhixC9",en,[],[],465868681,465868681,HemantK79978336,Hemant Kumar Sharan,6,02,https://twitter.com/HemantK79978336/status/1370567981122551808,[],"['https://pbs.twimg.com/media/EwU8ShoVoAIfpK4.jpg', 'https://pbs.twimg.com/media/EwU8UASVkAIIlde.jpg']",1,https://pbs.twimg.com/media/EwU8ShoVoAIfpK4.jpg,False,0,0,0,,dose,,"28.7041,77.1025,400mi",,,,,[],,,,
39,1370398293558239234,1370398293558239234,1615563388000.0,2021-03-12 15:36:28,+0000,,"Democracy is the best revenge. If revenge is not taken, then increase the dose of democracy.  #SenateChairman",en,['senatechairman'],[],425166523,425166523,KKamboh,Kashif Zaheer,5,15,https://twitter.com/KKamboh/status/1370398293558239234,[],[],0,,False,5,0,2,,dose,,"28.7041,77.1025,400mi",,,,,[],,,,
40,1370350693534420992,1370350693534420992,1615552039000.0,2021-03-12 12:27:19,+0000,,#CoronaVaccine II Dose @CoronaWarriorsP @SituRajnish @SrVipinShukla @ABHISHE29640679 @anujkumaaar @anujkumaaar @anil_chaudhri17 @flyingbeast320  https://t.co/As7lhAklwO,en,['coronavaccine'],[],1089300876,1089300876,falak3566,SANDEEP,5,12,https://twitter.com/falak3566/status/1370350693534420992,[],['https://pbs.twimg.com/media/EwR2sChVoAM5rSP.jpg'],1,https://pbs.twimg.com/media/EwR2sChVoAM5rSP.jpg,False,3,0,0,,dose,,"28.7041,77.1025,400mi",,,,,[],,,,
41,1370347215412027392,1370347215412027392,1615551210000.0,2021-03-12 12:13:30,+0000,,"#coronavirus से सुरक्षा हेतु आज 12-03-2021, शुक्रवार को #Covid19 की वैक्सीन #covishieldindia का प्रथम dose ले लिया गया। दूसरी dose 28 दिन बाद पुनः लगवाना है। समस्त वैज्ञानिकों और स्वास्थ्य सेवा प्रदाताओं को कोटिशः धन्यवाद। #Corona #CoronavirusVaccine #CoronaVirusUpdates  https://t.co/7IRMnNbopz",hi,"['coronavirus', 'covid19', 'covishieldindia', 'corona', 'coronavirusvaccine', 'coronavirusupdates']",[],3313458204,3313458204,AdvAnshuman,Anshuman Dubey #AdvAnshuman,5,12,https://twitter.com/AdvAnshuman/status/1370347215412027392,[],['https://pbs.twimg.com/media/EwRzhkXVkAAEYep.jpg'],1,https://pbs.twimg.com/media/EwRzhkXVkAAEYep.jpg,False,2,0,0,,dose,,"28.7041,77.1025,400mi",,,,,[],,,,
42,1370338215463317513,1370338215463317513,1615549064000.0,2021-03-12 11:37:44,+0000,,Education Minister of #Himachal Pradesh @govind4betterHP took first dose of #CoronaVaccine today.  @DDNewslive @DDIndialive @DDNewsHindi  https://t.co/sJ0ITJM8MZ,en,"['himachal', 'coronavaccine']",[],2965525518,2965525518,DDNewsHimachal,DD News Himachal,5,11,https://twitter.com/DDNewsHimachal/status/1370338215463317513,[],['https://pbs.twimg.com/media/EwRrV_jVkAUjj3Y.jpg'],1,https://pbs.twimg.com/media/EwRrV_jVkAUjj3Y.jpg,False,1,0,1,,dose,,"28.7041,77.1025,400mi",,,,,[],,,,
43,1370337835149000710,1370337835149000710,1615548974000.0,2021-03-12 11:36:14,+0000,,"Modi's mother takes first dose of Covid vaccine, PM makes an appeal to citizens   https://t.co/E1jh72NU4W  via NaMo App  https://t.co/JreuFdB6wM",en,[],[],806690697587789824,806690697587789824,DipankarfrIndia,Dipankar Bhattachary,5,11,https://twitter.com/DipankarfrIndia/status/1370337835149000710,['https://www.livemint.com/news/india/modis-mother-takes-first-dose-of-covid-19-vaccine-shares-pm-11615451611886.html'],['https://pbs.twimg.com/media/EwRq_UwUcAAEnHK.jpg'],1,https://pbs.twimg.com/media/EwRq_UwUcAAEnHK.jpg,False,0,0,0,,dose,,"28.7041,77.1025,400mi",,,,,[],,,,
44,1370322598056271878,1370322598056271878,1615545341000.0,2021-03-12 10:35:41,+0000,,"Modi's mother takes first dose of Covid vaccine, PM makes an appeal to citizens   https://t.co/7hmLqShJWq @kpmaurya1 @bpsarojmp @BJPVinodSonkar @sureshpasiBJP @BJPKashiKshetra @bjpgangapar  https://t.co/JxririZ6GB",en,[],[],1154155053965385728,1154155053965385728,BalGovindPasi2,Bal Govind Pasi,5,10,https://twitter.com/BalGovindPasi2/status/1370322598056271878,['https://www.livemint.com/news/india/modis-mother-takes-first-dose-of-covid-19-vaccine-shares-pm-11615451611886.html'],['https://pbs.twimg.com/media/EwRdFg2VoAAUTEz.jpg'],1,https://pbs.twimg.com/media/EwRdFg2VoAAUTEz.jpg,False,0,0,0,,dose,,"28.7041,77.1025,400mi",,,,,[],,,,
